"","Continent","Country","Year","Status","Lifeexpectancy","Population","GDP"
"1267","Europe","Montenegro",2005,"Developing",73.6,614261,3674.617924
"1268","Europe","Montenegro",2004,"Developing",73.5,613353,338.199535
"1269","Europe","Montenegro",2003,"Developing",73.5,612267,2789.1735
"1270","Europe","Montenegro",2002,"Developing",73.4,69828,216.243274
"1271","Europe","Montenegro",2001,"Developing",73.3,67389,199.583957
"1272","Europe","Montenegro",2000,"Developing",73,6495,1627.42893
"1273","Africa","Morocco",2015,"Developing",74.3,3483322,2847.285569
"1274","Africa","Morocco",2014,"Developing",74.1,3431882,3154.513484
"1275","Africa","Morocco",2013,"Developing",73.9,33824769,3111.762887
"1276","Africa","Morocco",2012,"Developing",73.6,33333789,294.746728
"1277","Africa","Morocco",2011,"Developing",73.3,32858823,339.91616
"1278","Africa","Morocco",2010,"Developing",72.8,3249639,2834.2472
"1279","Africa","Morocco",2009,"Developing",72.3,31989897,2861.5545
"1280","Africa","Morocco",2008,"Developing",71.8,31596855,2884.94776
"1281","Africa","Morocco",2007,"Developing",71.4,31225881,2494.353552
"1282","Africa","Morocco",2006,"Developing",71,3869346,2191.478567
"1283","Africa","Morocco",2005,"Developing",77,35217,213.755559
"1284","Africa","Morocco",2004,"Developing",72,3179285,1948.812275
"1285","Africa","Morocco",2003,"Developing",69.9,29843937,1721.973863
"1286","Africa","Morocco",2002,"Developing",69.5,29512368,1413.757176
"1287","Africa","Morocco",2001,"Developing",69,29181832,1336.775376
"1288","Africa","Morocco",2000,"Developing",68.6,28849621,1332.382358
"1289","Africa","Mozambique",2015,"Developing",57.6,281691,528.3125597
"1290","Africa","Mozambique",2014,"Developing",56.7,27212382,623.2871141
"1291","Africa","Mozambique",2013,"Developing",55.3,26434372,65.985681
"1292","Africa","Mozambique",2012,"Developing",54.8,2567666,566.513873
"1293","Africa","Mozambique",2011,"Developing",54.3,249395,526.5313517
"1294","Africa","Mozambique",2010,"Developing",54,2422145,419.2258149
"1295","Africa","Mozambique",2009,"Developing",53.8,2352463,463.852618
"1296","Africa","Mozambique",2008,"Developing",53.2,22846758,53.127719
"1297","Africa","Mozambique",2007,"Developing",52.1,22188387,422.1461573
"1298","Africa","Mozambique",2006,"Developing",51.2,21547463,385.7567141
"1299","Africa","Mozambique",2005,"Developing",58,29237,369.1545359
"1300","Africa","Mozambique",2004,"Developing",54,231275,336.3318145
"1301","Africa","Mozambique",2003,"Developing",51,19716598,283.8911588
"1302","Africa","Mozambique",2002,"Developing",49.8,19139658,262.884551
"1303","Africa","Mozambique",2001,"Developing",49.5,18588758,256.4414872
"1304","Africa","Mozambique",2000,"Developing",49,1867687,277.6486591
"1305","Asia","Myanmar",2015,"Developing",66.6,5243669,1194.59137
"1306","Asia","Myanmar",2014,"Developing",66.4,51924182,1262.893782
"1307","Asia","Myanmar",2013,"Developing",66.2,51448196,1168.83947
"1308","Asia","Myanmar",2012,"Developing",65.9,5986514,1171.58257
"1309","Asia","Myanmar",2011,"Developing",65.6,555331,1186.423937
"1310","Asia","Myanmar",2010,"Developing",65.4,5155896,987.7365832
"1311","Asia","Myanmar",2009,"Developing",65.2,49869,741.777116
"1312","Asia","Myanmar",2008,"Developing",59.2,49479752,643.951373
"1313","Asia","Myanmar",2007,"Developing",64.5,49171586,41.451
"1314","Asia","Myanmar",2006,"Developing",64.2,48846474,296.97284
"1315","Asia","Myanmar",2005,"Developing",63.9,48482614,247.24276
"1316","Asia","Myanmar",2004,"Developing",63.5,487377,219.8156688
"1317","Asia","Myanmar",2003,"Developing",63.2,47624894,219.782326
"1318","Asia","Myanmar",2002,"Developing",62.8,471422,143.77651
"1319","Asia","Myanmar",2001,"Developing",62.5,46627994,138.9249275
"1320","Asia","Myanmar",2000,"Developing",62.1,4695462,193.187484
"1321","Africa","Namibia",2015,"Developing",65.8,2425561,4737.66996
"1322","Africa","Namibia",2014,"Developing",65.9,237992,5421.343953
"1323","Africa","Namibia",2013,"Developing",66.1,231652,5488.131712
"1324","Africa","Namibia",2012,"Developing",65.8,2263934,5749.44752
"1325","Africa","Namibia",2011,"Developing",64.3,2215621,56.971392
"1326","Africa","Namibia",2010,"Developing",63,217317,5191.58381
"1327","Africa","Namibia",2009,"Developing",62.4,21374,4153.497885
"1328","Africa","Namibia",2008,"Developing",61.7,216375,429.6561
"1329","Africa","Namibia",2007,"Developing",60,279915,422.51968
"1330","Africa","Namibia",2006,"Developing",57,255734,3881.29535
"1331","Africa","Namibia",2005,"Developing",55.1,232196,3573.146387
"1332","Africa","Namibia",2004,"Developing",54.7,29228,3288.257373
"1333","Africa","Namibia",2003,"Developing",55,1986535,2482.36862
"1334","Africa","Namibia",2002,"Developing",55.7,1962147,1713.47594
"1335","Africa","Namibia",2001,"Developing",56.5,1933596,1834.29486
"1336","Africa","Namibia",2000,"Developing",57.4,1899257,257.99557
"1337","Asia","Nepal",2015,"Developing",69.2,28656282,743.7653489
"1338","Asia","Nepal",2014,"Developing",69.6,28323241,76.2386977
"1339","Asia","Nepal",2013,"Developing",69.3,2798531,688.6172788
"1340","Asia","Nepal",2012,"Developing",68.9,27649925,681.7925868
"1341","Asia","Nepal",2011,"Developing",68.4,27327147,692.1166842
"1342","Asia","Nepal",2010,"Developing",68,2723137,592.1835216
"1343","Asia","Nepal",2009,"Developing",67.5,2674113,48.7299
"1344","Asia","Nepal",2008,"Developing",67,26475859,473.844449
"1345","Asia","Nepal",2007,"Developing",66.6,26214847,393.8843518
"1346","Asia","Nepal",2006,"Developing",66,2594618,348.6314534
"1347","Asia","Nepal",2005,"Developing",65.4,2564287,317.89198
"1348","Asia","Nepal",2004,"Developing",64.7,2539449,287.4156
"1349","Asia","Nepal",2003,"Developing",64.3,2495623,253.72412
"1350","Asia","Nepal",2002,"Developing",63.1,24566342,246.375621
"1351","Asia","Nepal",2001,"Developing",63.2,24161777,248.6183539
"1352","Asia","Nepal",2000,"Developing",62.5,2374911,231.42554
"1353","Europe","Netherlands",2015,"Developed",81.9,16939923,44292.88473
"1354","Europe","Netherlands",2014,"Developed",81.7,168658,52157.4687
"1355","Europe","Netherlands",2013,"Developed",81.4,1684432,51574.48942
"1356","Europe","Netherlands",2012,"Developed",81.1,16754962,49474.7561
"1357","Europe","Netherlands",2011,"Developed",81.1,1669374,5354.6536
"1358","Europe","Netherlands",2010,"Developed",88,16615394,5338.25483
"1359","Europe","Netherlands",2009,"Developed",86,1653388,519.349
"1360","Europe","Netherlands",2008,"Developed",83,16445593,56928.8248
"1361","Europe","Netherlands",2007,"Developed",82,16381696,51241.31562
"1362","Europe","Netherlands",2006,"Developed",79.8,1634611,44453.97119
"1363","Europe","Netherlands",2005,"Developed",79.4,16319868,41577.169
"1364","Europe","Netherlands",2004,"Developed",79.2,16281779,39954.64222
"1365","Europe","Netherlands",2003,"Developed",78.7,1622532,35245.1647
"1366","Europe","Netherlands",2002,"Developed",78.4,16148929,28817.32321
"1367","Europe","Netherlands",2001,"Developed",78.3,164618,26584.12169
"1368","Europe","Netherlands",2000,"Developed",78.1,15925513,25921.12794
"1369","North America","Nicaragua",2015,"Developing",74.8,68235,295.966488
"1370","North America","Nicaragua",2014,"Developing",74.5,613997,1975.46477
"1371","North America","Nicaragua",2013,"Developing",73.9,5945747,1847.19849
"1372","North America","Nicaragua",2012,"Developing",73.9,587718,1792.3845
"1373","North America","Nicaragua",2011,"Developing",74.5,58782,1682.957924
"1374","North America","Nicaragua",2010,"Developing",73.2,5737723,1526.497938
"1375","North America","Nicaragua",2009,"Developing",73.2,5666581,1464.497754
"1376","North America","Nicaragua",2008,"Developing",72.5,559456,1518.85386
"1377","North America","Nicaragua",2007,"Developing",72.5,552216,1344.31871
"1378","North America","Nicaragua",2006,"Developing",73,545211,124.992617
"1379","North America","Nicaragua",2005,"Developing",71.2,5379328,1175.116225
"1380","North America","Nicaragua",2004,"Developing",71,53973,191.55157
"1381","North America","Nicaragua",2003,"Developing",76,524879,115.565314
"1382","North America","Nicaragua",2002,"Developing",75,5171734,11.147277
"1383","North America","Nicaragua",2001,"Developing",73,5175,143.6758
"1384","North America","Nicaragua",2000,"Developing",73,526796,116.2743
"1385","Africa","Niger",2015,"Developing",61.8,19896965,358.99731
"1386","Africa","Niger",2014,"Developing",61.4,19148219,43.646498
"1387","Africa","Niger",2013,"Developing",69,18426372,416.14838
"1388","Africa","Niger",2012,"Developing",63,17731634,391.515524
"1389","Africa","Niger",2011,"Developing",59.4,1764636,375.5819866
"1390","Africa","Niger",2010,"Developing",58.2,16425578,348.151511
"1391","Africa","Niger",2009,"Developing",57.1,15813913,341.2894618
"1392","Africa","Niger",2008,"Developing",56,15228525,354.8185998
"1393","Africa","Niger",2007,"Developing",55.2,14668338,292.55962
"1394","Africa","Niger",2006,"Developing",54.5,1413264,258.463873
"1395","Africa","Niger",2005,"Developing",53.7,13618449,25.383731
"1396","Africa","Niger",2004,"Developing",52.9,1312712,232.5661574
"1397","Africa","Niger",2003,"Developing",52.1,1265687,215.8548
"1398","Africa","Niger",2002,"Developing",51.4,12262,177.828384
"1399","Africa","Niger",2001,"Developing",56,11771976,165.257247
"1400","Africa","Niger",2000,"Developing",50,11352973,158.455972
"1401","Africa","Nigeria",2015,"Developing",54.5,181181744,2655.157977
"1402","Africa","Nigeria",2014,"Developing",53.6,1764652,3221.678128
"1403","Africa","Nigeria",2013,"Developing",53.2,17182933,2996.96432
"1404","Africa","Nigeria",2012,"Developing",52.7,167297284,2755.297787
"1405","Africa","Nigeria",2011,"Developing",52.3,16287776,2527.9423
"1406","Africa","Nigeria",2010,"Developing",52,158578261,2327.3267
"1407","Africa","Nigeria",2009,"Developing",51.6,15442181,197.661422
"1408","Africa","Nigeria",2008,"Developing",59,1534739,1383.893354
"1409","Africa","Nigeria",2007,"Developing",55,14641724,1136.829645
"1410","Africa","Nigeria",2006,"Developing",49.8,14261494,119.743286
"1411","Africa","Nigeria",2005,"Developing",49.2,138939478,87.8938738
"1412","Africa","Nigeria",2004,"Developing",48.5,135393616,648.815852
"1413","Africa","Nigeria",2003,"Developing",48.1,131972533,512.65719
"1414","Africa","Nigeria",2002,"Developing",47.7,12866671,459.4572117
"1415","Africa","Nigeria",2001,"Developing",47.4,125463434,351.7996666
"1416","Africa","Nigeria",2000,"Developing",47.1,1223529,379.1193264
"1417","Europe","Norway",2015,"Developed",81.8,518867,7455.24654
"1418","Europe","Norway",2014,"Developed",81.6,5137232,975.49856
"1419","Europe","Norway",2013,"Developed",81.5,579623,1291.435
"1420","Europe","Norway",2012,"Developed",81.3,518573,11563.727
"1421","Europe","Norway",2011,"Developed",81.1,495388,1574.9861
"1422","Europe","Norway",2010,"Developed",81,4889252,87646.75346
"1423","Europe","Norway",2009,"Developed",89,4828726,817.77681
"1424","Europe","Norway",2008,"Developed",86,4768212,9688.5961
"1425","Europe","Norway",2007,"Developed",85,479153,85128.65759
"1426","Europe","Norway",2006,"Developed",84,466677,74114.69715
"1427","Europe","Norway",2005,"Developed",81,4623291,66775.3944
"1428","Europe","Norway",2004,"Developed",79.8,459191,5757.26916
"1429","Europe","Norway",2003,"Developed",79.4,4564855,5111.65445
"1430","Europe","Norway",2002,"Developed",78.9,4538159,4361.1538
"1431","Europe","Norway",2001,"Developed",78.8,4513751,38549.58934
"1432","Europe","Norway",2000,"Developed",78.5,449967,38146.71539
"1433","Asia","Pakistan",2015,"Developing",66.4,18938513,1431.244865
"1434","Asia","Pakistan",2014,"Developing",66.2,185546257,1316.98966
"1435","Asia","Pakistan",2013,"Developing",66,181712595,1272.44161
"1436","Asia","Pakistan",2012,"Developing",65.7,177911533,1261.28967
"1437","Asia","Pakistan",2011,"Developing",65.5,174184265,1226.215314
"1438","Asia","Pakistan",2010,"Developing",65.1,1756182,14.142268
"1439","Asia","Pakistan",2009,"Developing",64.8,1674958,16.63999
"1440","Asia","Pakistan",2008,"Developing",64.6,16364463,139.31288
"1441","Asia","Pakistan",2007,"Developing",64.4,16332974,95.4327931
"1442","Asia","Pakistan",2006,"Developing",64.2,15793993,873.772727
"1443","Asia","Pakistan",2005,"Developing",62.9,15399667,711.4699463
"1444","Asia","Pakistan",2004,"Developing",63.7,15783,649.848233
"1445","Asia","Pakistan",2003,"Developing",63.5,1477341,563.594342
"1446","Asia","Pakistan",2002,"Developing",63.2,144654143,499.8633
"1447","Asia","Pakistan",2001,"Developing",63,14161437,51.6568157
"1448","Asia","Pakistan",2000,"Developing",62.8,138523285,533.8624114
"1449","North America","Panama",2015,"Developing",77.8,3969249,13134.4367
"1450","North America","Panama",2014,"Developing",77.6,393986,12593.7374
"1451","North America","Panama",2013,"Developing",77.5,3838462,11685.97983
"1452","North America","Panama",2012,"Developing",77.2,3772938,1589.82713
"1453","North America","Panama",2011,"Developing",77.3,377782,927.723171
"1454","North America","Panama",2010,"Developing",76.5,3643222,7937.259931
"1455","North America","Panama",2009,"Developing",76.8,3579385,7429.628274
"1456","North America","Panama",2008,"Developing",76.5,3516268,6973.9284
"1457","North America","Panama",2007,"Developing",76.4,345387,668.8667
"1458","North America","Panama",2006,"Developing",76.2,339195,5348.518399
"1459","North America","Panama",2005,"Developing",75.8,333465,4916.54886
"1460","North America","Panama",2004,"Developing",75.8,3269541,4591.892776
"1461","North America","Panama",2003,"Developing",75.5,329174,4267.13578
"1462","North America","Panama",2002,"Developing",75.7,3149265,4126.14671
"1463","North America","Panama",2001,"Developing",75.5,389684,446.372833
"1464","North America","Panama",2000,"Developing",75.7,33347,46.29935
"1465","South America","Paraguay",2015,"Developing",74,6639119,419.367724
"1466","South America","Paraguay",2014,"Developing",73.9,6552584,4712.822736
"1467","South America","Paraguay",2013,"Developing",73.8,646574,4479.95858
"1468","South America","Paraguay",2012,"Developing",73.6,6379219,3855.537735
"1469","South America","Paraguay",2011,"Developing",73.4,6293783,3988.11894
"1470","South America","Paraguay",2010,"Developing",73.2,629877,3225.591754
"1471","South America","Paraguay",2009,"Developing",73,6127837,2599.596259
"1472","South America","Paraguay",2008,"Developing",72.7,647117,359.992184
"1473","South America","Paraguay",2007,"Developing",72.5,5966159,2312.192926
"1474","South America","Paraguay",2006,"Developing",72.3,5882796,189.71539
"1475","South America","Paraguay",2005,"Developing",72.1,5795494,157.145691
"1476","South America","Paraguay",2004,"Developing",71.9,57374,148.527976
"1477","South America","Paraguay",2003,"Developing",71.7,56795,1174.779347
"1478","South America","Paraguay",2002,"Developing",71.5,558611,1148.229882
"1479","South America","Paraguay",2001,"Developing",71.2,546624,1417.26582
"1480","South America","Paraguay",2000,"Developing",79,5327,1545.626423
"1481","South America","Peru",2015,"Developing",75.5,31376671,63.343259
"1482","South America","Peru",2014,"Developing",75.3,3973354,6491.5245
"1483","South America","Peru",2013,"Developing",75.3,3565716,6583.116248
"1484","South America","Peru",2012,"Developing",74.9,3158966,6387.785281
"1485","South America","Peru",2011,"Developing",74.5,29759989,5771.565878
"1486","South America","Peru",2010,"Developing",73.7,29373646,522.493191
"1487","South America","Peru",2009,"Developing",73.8,29157,4166.93387
"1488","South America","Peru",2008,"Developing",73.9,2864198,428.87811
"1489","South America","Peru",2007,"Developing",74,28292724,3611.2147
"1490","South America","Peru",2006,"Developing",74.2,27949944,3171.49856
"1491","South America","Peru",2005,"Developing",72.8,276141,2754.7829
"1492","South America","Peru",2004,"Developing",72.2,27273194,2448.143899
"1493","South America","Peru",2003,"Developing",72.1,26937738,218.25997
"1494","South America","Peru",2002,"Developing",72.6,2661467,259.192958
"1495","South America","Peru",2001,"Developing",72.4,26261363,1981.243653
"1496","South America","Peru",2000,"Developing",71.4,25914879,1996.719689
"1497","Asia","Philippines",2015,"Developing",68.5,11716359,2878.33837
"1498","Asia","Philippines",2014,"Developing",68.4,112249,2842.938353
"1499","Asia","Philippines",2013,"Developing",68.1,9848132,276.289146
"1500","Asia","Philippines",2012,"Developing",68.1,96866642,2581.818554
"1501","Asia","Philippines",2011,"Developing",68,9527794,2352.518156
"1502","Asia","Philippines",2010,"Developing",67.9,93726624,2129.499242
"1503","Asia","Philippines",2009,"Developing",68,9222879,1825.341521
"1504","Asia","Philippines",2008,"Developing",67.5,9751864,1919.466195
"1505","Asia","Philippines",2007,"Developing",67.5,8929349,1672.685433
"1506","Asia","Philippines",2006,"Developing",67.3,8789419,1391.772325
"1507","Asia","Philippines",2005,"Developing",67,86274237,1194.697155
"1508","Asia","Philippines",2004,"Developing",67.3,84678493,179.3715
"1509","Asia","Philippines",2003,"Developing",67.2,8331954,11.553196
"1510","Asia","Philippines",2002,"Developing",66.8,813526,1.68135
"1511","Asia","Philippines",2001,"Developing",66.8,79665315,957.287441
"1512","Asia","Philippines",2000,"Developing",66.8,77991569,138.91977
"1513","Europe","Poland",2015,"Developed",77.5,37986412,12565.9876
"1514","Europe","Poland",2014,"Developed",77.3,3811735,14341.675
"1515","Europe","Poland",2013,"Developed",77.1,384196,1378.54911
"1516","Europe","Poland",2012,"Developed",76.8,3863164,13145.1484
"1517","Europe","Poland",2011,"Developed",76.7,3863255,13893.18768
"1518","Europe","Poland",2010,"Developed",76.3,3842794,12599.52486
"1519","Europe","Poland",2009,"Developed",75.7,3815163,11527.59323
"1520","Europe","Poland",2008,"Developed",75.5,38125759,141.44688
"1521","Europe","Poland",2007,"Developed",75.3,381256,1126.31852
"1522","Europe","Poland",2006,"Developed",75.2,38141267,94.7726
"1523","Europe","Poland",2005,"Developed",75,38165445,821.251569
"1524","Europe","Poland",2004,"Developed",74.9,38182222,6681.178818
"1525","Europe","Poland",2003,"Developed",74.7,382457,5693.52416
"1526","Europe","Poland",2002,"Developed",74.5,3823364,5196.932921
"1527","Europe","Poland",2001,"Developed",74.2,3824876,4981.198619
"1528","Europe","Poland",2000,"Developed",73.7,38258629,4492.72764
"1529","Europe","Portugal",2015,"Developed",81.1,135876,1922.681
"1530","Europe","Portugal",2014,"Developed",89,14162,2277.53613
"1531","Europe","Portugal",2013,"Developed",86,1457295,21618.73534
"1532","Europe","Portugal",2012,"Developed",83,1514844,2577.4264
"1533","Europe","Portugal",2011,"Developed",82,155756,23196.18375
"1534","Europe","Portugal",2010,"Developed",79.6,15731,22538.6548
"1535","Europe","Portugal",2009,"Developed",79.3,1568247,2363.97161
"1536","Europe","Portugal",2008,"Developed",79,1558177,24815.6884
"1537","Europe","Portugal",2007,"Developed",78.7,1542964,2278.5845
"1538","Europe","Portugal",2006,"Developed",78.5,1522288,19821.44463
"1539","Europe","Portugal",2005,"Developed",77.7,15333,18784.9485
"1540","Europe","Portugal",2004,"Developed",78,1483861,1845.5881
"1541","Europe","Portugal",2003,"Developed",77.3,1458821,15772.7334
"1542","Europe","Portugal",2002,"Developed",77.2,1419631,12882.28897
"1543","Europe","Portugal",2001,"Developed",76.9,1362722,11729.14616
"1544","Europe","Portugal",2000,"Developed",76.6,1289898,1152.39681
"1545","Europe","Romania",2015,"Developed",75,19815481,8958.788593
"1546","Europe","Romania",2014,"Developed",74.8,1998979,12.27733
"1547","Europe","Romania",2013,"Developed",74.6,19983693,9585.266593
"1548","Europe","Romania",2012,"Developed",74.4,25835,8558.39766
"1549","Europe","Romania",2011,"Developed",74.3,2147528,92.277825
"1550","Europe","Romania",2010,"Developed",73.4,2246871,8297.483621
"1551","Europe","Romania",2009,"Developed",73.1,2367487,822.18329
"1552","Europe","Romania",2008,"Developed",73.1,2537875,1136.47356
"1553","Europe","Romania",2007,"Developed",72.9,2882982,8214.185378
"1554","Europe","Romania",2006,"Developed",72.5,2119376,5828.745662
"1555","Europe","Romania",2005,"Developed",71.9,21319685,4676.315183
"1556","Europe","Romania",2004,"Developed",71.7,21451748,3552.92452
"1557","Europe","Romania",2003,"Developed",71.1,21574326,2774.95586
"1558","Europe","Romania",2002,"Developed",77,2173496,2124.873613
"1559","Europe","Romania",2001,"Developed",78,2213197,1839.72945
"1560","Europe","Romania",2000,"Developed",77,22442971,1668.162731
"1561","Africa","Rwanda",2015,"Developing",66.1,11629553,71.348397
"1562","Africa","Rwanda",2014,"Developing",65.7,11345357,76.5699517
"1563","Africa","Rwanda",2013,"Developing",65.2,1165151,688.8768557
"1564","Africa","Rwanda",2012,"Developing",64.6,1788853,678.796973
"1565","Africa","Rwanda",2011,"Developing",63.8,151671,617.317648
"1566","Africa","Rwanda",2010,"Developing",62.8,1246842,563.491487
"1567","Africa","Rwanda",2009,"Developing",61,9977446,539.1538211
"1568","Africa","Rwanda",2008,"Developing",68,978169,5.6687264
"1569","Africa","Rwanda",2007,"Developing",59.6,944742,44.853339
"1570","Africa","Rwanda",2006,"Developing",57.6,92658,342.3656294
"1571","Africa","Rwanda",2005,"Developing",55.3,8991735,287.931877
"1572","Africa","Rwanda",2004,"Developing",53.4,8818438,236.9114381
"1573","Africa","Rwanda",2003,"Developing",52,868346,212.6619491
"1574","Africa","Rwanda",2002,"Developing",57,853625,196.59778
"1575","Africa","Rwanda",2001,"Developing",48.6,832946,21.569654
"1576","Africa","Rwanda",2000,"Developing",48.3,82573,216.172747
"1577","Oceania","Samoa",2015,"Developing",74,193759,4149.363444
"1578","Oceania","Samoa",2014,"Developing",73.8,19229,4178.973369
"1579","Oceania","Samoa",2013,"Developing",73.6,19757,4219.65123
"1580","Oceania","Samoa",2012,"Developing",73.2,189194,4234.554443
"1581","Oceania","Samoa",2011,"Developing",73,187665,3942.9827
"1582","Oceania","Samoa",2010,"Developing",72.6,18625,3453.487434
"1583","Oceania","Samoa",2009,"Developing",76,184826,335.112838
"1584","Oceania","Samoa",2008,"Developing",72.5,183526,359.82223
"1585","Oceania","Samoa",2007,"Developing",72.2,182286,322.543121
"1586","Oceania","Samoa",2006,"Developing",72,18194,287.963899
"1587","Oceania","Samoa",2005,"Developing",71.6,179929,2571.262348
"1588","Oceania","Samoa",2004,"Developing",71.4,178781,2351.33814
"1589","Oceania","Samoa",2003,"Developing",79,177662,197.29417
"1590","Oceania","Samoa",2002,"Developing",76,176582,1631.41727
"1591","Oceania","Samoa",2001,"Developing",75,175566,1555.47451
"1592","Oceania","Samoa",2000,"Developing",72,17461,154.68923
"1593","Africa","Senegal",2015,"Developing",66.7,14976994,98.7256145
"1594","Africa","Senegal",2014,"Developing",66.4,14546111,152.443873
"1595","Africa","Senegal",2013,"Developing",66,141232,148.912351
"1596","Africa","Senegal",2012,"Developing",65.6,1373513,136.4518
"1597","Africa","Senegal",2011,"Developing",64.9,13391,18.25321
"1598","Africa","Senegal",2010,"Developing",64.3,12916229,11.631377
"1599","Africa","Senegal",2009,"Developing",63.5,1255917,12.566464
"1600","Africa","Senegal",2008,"Developing",62.8,1223957,11.33678
"1601","Africa","Senegal",2007,"Developing",62.1,11873557,95.3978522
"1602","Africa","Senegal",2006,"Developing",61.3,11556763,89.838296
"1603","Africa","Senegal",2005,"Developing",65,11251266,773.8698713
"1604","Africa","Senegal",2004,"Developing",59.7,1955944,733.581811
"1605","Africa","Senegal",2003,"Developing",59,16799,642.7663113
"1606","Africa","Senegal",2002,"Developing",58.4,1396861,513.26227
"1607","Africa","Senegal",2001,"Developing",57.9,1134497,481.287397
"1608","Africa","Senegal",2000,"Developing",57.5,988452,473.45338
"1609","Europe","Serbia",2015,"Developing",75.6,795383,5237.255334
"1610","Europe","Serbia",2014,"Developing",75.4,713576,62.173221
"1611","Europe","Serbia",2013,"Developing",75.3,7164132,6353.826383
"1612","Europe","Serbia",2012,"Developing",74.9,719977,5659.3824
"1613","Europe","Serbia",2011,"Developing",74.6,723499,6423.291783
"1614","Europe","Serbia",2010,"Developing",74.4,7291436,5411.87744
"1615","Europe","Serbia",2009,"Developing",74.1,73287,5821.35397
"1616","Europe","Serbia",2008,"Developing",74,735222,671.773913
"1617","Europe","Serbia",2007,"Developing",73.8,7381579,5458.121718
"1618","Europe","Serbia",2006,"Developing",73.6,7411569,4129.758741
"1619","Europe","Serbia",2005,"Developing",73,744769,3528.1318
"1620","Europe","Serbia",2004,"Developing",73,7463157,3331.228766
"1621","Europe","Serbia",2003,"Developing",73,748591,2832.49652
"1622","Europe","Serbia",2002,"Developing",72.9,7496522,2149.9944
"1623","Europe","Serbia",2001,"Developing",73.1,753433,1634.87561
"1624","Europe","Serbia",2000,"Developing",72.6,7516346,87.1365252
"1625","Africa","Seychelles",2015,"Developing",73.2,93419,1539.464
"1626","Africa","Seychelles",2014,"Developing",73,91359,1557.77892
"1627","Africa","Seychelles",2013,"Developing",72.9,89949,15687.34795
"1628","Africa","Seychelles",2012,"Developing",72.7,8833,12845.17363
"1629","Africa","Seychelles",2011,"Developing",72.6,87441,12189.9516
"1630","Africa","Seychelles",2010,"Developing",72.4,8977,184.68447
"1631","Africa","Seychelles",2009,"Developing",72.3,87298,976.9566
"1632","Africa","Seychelles",2008,"Developing",72.2,86956,11122.8627
"1633","Africa","Seychelles",2007,"Developing",72.2,8533,12154.82994
"1634","Africa","Seychelles",2006,"Developing",72.2,846,1214.39987
"1635","Africa","Seychelles",2005,"Developing",72.2,82858,1192.5174
"1636","Africa","Seychelles",2004,"Developing",72.1,82475,1176.65871
"1637","Africa","Seychelles",2003,"Developing",72.1,82781,8524.961236
"1638","Africa","Seychelles",2002,"Developing",72.1,83723,8331.261997
"1639","Africa","Seychelles",2001,"Developing",72,8122,7663.1378
"1640","Africa","Seychelles",2000,"Developing",71.8,81131,7578.85153
"1641","Europe","Slovenia",2015,"Developed",88,263531,2729.86383
"1642","Europe","Slovenia",2014,"Developed",87,26198,242.67286
"1643","Europe","Slovenia",2013,"Developed",85,259953,2315.31799
"1644","Europe","Slovenia",2012,"Developed",82,257159,22486.47167
"1645","Europe","Slovenia",2011,"Developed",79.8,252843,24985.24827
"1646","Europe","Slovenia",2010,"Developed",79.5,248583,23437.4722
"1647","Europe","Slovenia",2009,"Developed",79.1,239669,24633.79785
"1648","Europe","Slovenia",2008,"Developed",78.9,221316,2751.8127
"1649","Europe","Slovenia",2007,"Developed",78.3,218122,23841.31792
"1650","Europe","Slovenia",2006,"Developed",78.1,26868,19726.1265
"1651","Europe","Slovenia",2005,"Developed",77.5,2474,18169.1891
"1652","Europe","Slovenia",2004,"Developed",77.2,199712,1726.9151
"1653","Europe","Slovenia",2003,"Developed",76.5,1995733,1488.47154
"1654","Europe","Slovenia",2002,"Developed",76.6,199453,11814.9994
"1655","Europe","Slovenia",2001,"Developed",76.2,19926,1479.29634
"1656","Europe","Slovenia",2000,"Developed",76,1988925,1227.73677
"1657","Europe","Spain",2015,"Developed",82.8,46447697,25683.84565
"1658","Europe","Spain",2014,"Developed",82.6,4648882,296.47225
"1659","Europe","Spain",2013,"Developed",82.4,466245,2921.9342
"1660","Europe","Spain",2012,"Developed",82,4677355,28562.29324
"1661","Europe","Spain",2011,"Developed",82.1,46742697,31834.21816
"1662","Europe","Spain",2010,"Developed",81.9,46576897,3736.228
"1663","Europe","Spain",2009,"Developed",81.6,46362946,32333.4661
"1664","Europe","Spain",2008,"Developed",81.3,4595416,35578.73619
"1665","Europe","Spain",2007,"Developed",89,4522683,3279.414
"1666","Europe","Spain",2006,"Developed",88,44397319,28482.6948
"1667","Europe","Spain",2005,"Developed",81,43653155,2651.71745
"1668","Europe","Spain",2004,"Developed",81,42921895,24918.64584
"1669","Europe","Spain",2003,"Developed",79.4,42187645,21495.7741
"1670","Europe","Spain",2002,"Developed",79.5,41431558,1719.53541
"1671","Europe","Spain",2001,"Developed",79.4,485412,15323.6114
"1672","Europe","Spain",2000,"Developed",79.1,4567864,14676.769
"1673","Africa","Sudan",2015,"Developing",64.1,3864783,2513.884661
"1674","Africa","Sudan",2014,"Developing",63.8,37737913,2176.89829
"1675","Africa","Sudan",2013,"Developing",63.5,36849918,1955.66799
"1676","Africa","Sudan",2012,"Developing",63.2,3599192,1892.894352
"1677","Africa","Sudan",2011,"Developing",62.7,35167314,1666.857757
